date,product_name,sku_number,quantity_sold
2025-02-27,Sugar 1kg,SKU1003,21
2025-02-27,Sunflower Oil 1L,SKU1004,8
2025-02-27,Milk 1L,SKU1005,42
2025-02-27,Tea Powder 500g,SKU1006,9
2025-02-27,Toothpaste 150g,SKU1007,9
2025-02-27,Bath Soap,SKU1008,22
2025-02-27,Shampoo Sachet,SKU1009,47
2025-02-27,Biscuit Pack,SKU1010,36
2025-02-28,Rice 5kg,SKU1001,20
2025-02-28,Wheat Flour 5kg,SKU1002,16
2025-02-28,Sugar 1kg,SKU1003,20
2025-02-28,Sunflower Oil 1L,SKU1004,12
2025-02-28,Milk 1L,SKU1005,34
2025-02-28,Tea Powder 500g,SKU1006,14
2025-02-28,Toothpaste 150g,SKU1007,12
2025-02-28,Bath Soap,SKU1008,23
2025-02-28,Shampoo Sachet,SKU1009,47
2025-02-28,Biscuit Pack,SKU1010,37
2025-03-01,Rice 5kg,SKU1001,27
2025-03-01,Wheat Flour 5kg,SKU1002,22
2025-03-01,Sugar 1kg,SKU1003,29
2025-03-01,Sunflower Oil 1L,SKU1004,10
2025-03-01,Milk 1L,SKU1005,52
2025-03-01,Tea Powder 500g,SKU1006,12
2025-03-01,Toothpaste 150g,SKU1007,13
2025-03-01,Bath Soap,SKU1008,25
2025-03-01,Shampoo Sachet,SKU1009,56
2025-03-01,Biscuit Pack,SKU1010,46
2025-03-02,Rice 5kg,SKU1001,26
2025-03-02,Wheat Flour 5kg,SKU1002,16
2025-03-02,Sugar 1kg,SKU1003,23
2025-03-02,Sunflower Oil 1L,SKU1004,20
2025-03-02,Milk 1L,SKU1005,45
2025-03-02,Tea Powder 500g,SKU1006,8
2025-03-02,Toothpaste 150g,SKU1007,11
2025-03-02,Bath Soap,SKU1008,28
2025-03-02,Shampoo Sachet,SKU1009,53
2025-03-02,Biscuit Pack,SKU1010,38
2025-03-03,Rice 5kg,SKU1001,16
2025-03-03,Wheat Flour 5kg,SKU1002,14
2025-03-03,Sugar 1kg,SKU1003,22
2025-03-03,Sunflower Oil 1L,SKU1004,15
2025-03-03,Milk 1L,SKU1005,44
2025-03-03,Tea Powder 500g,SKU1006,6
2025-03-03,Toothpaste 150g,SKU1007,7
2025-03-03,Bath Soap,SKU1008,27
2025-03-03,Shampoo Sachet,SKU1009,48
2025-03-03,Biscuit Pack,SKU1010,34
2025-03-04,Rice 5kg,SKU1001,22
2025-03-04,Wheat Flour 5kg,SKU1002,13
2025-03-04,Sugar 1kg,SKU1003,22
2025-03-04,Sunflower Oil 1L,SKU1004,9
2025-03-04,Milk 1L,SKU1005,39
2025-03-04,Tea Powder 500g,SKU1006,3
2025-03-04,Toothpaste 150g,SKU1007,11
2025-03-04,Bath Soap,SKU1008,21
2025-03-04,Shampoo Sachet,SKU1009,51
2025-03-04,Biscuit Pack,SKU1010,37
2025-03-05,Rice 5kg,SKU1001,11
2025-03-05,Wheat Flour 5kg,SKU1002,12
2025-03-05,Sugar 1kg,SKU1003,21
2025-03-05,Sunflower Oil 1L,SKU1004,11
2025-03-05,Milk 1L,SKU1005,42
2025-03-05,Tea Powder 500g,SKU1006,10
2025-03-05,Toothpaste 150g,SKU1007,6
2025-03-05,Bath Soap,SKU1008,20
2025-03-05,Shampoo Sachet,SKU1009,50
2025-03-05,Biscuit Pack,SKU1010,39
2025-03-06,Rice 5kg,SKU1001,17
2025-03-06,Wheat Flour 5kg,SKU1002,14
2025-03-06,Sugar 1kg,SKU1003,19
2025-03-06,Sunflower Oil 1L,SKU1004,18
2025-03-06,Milk 1L,SKU1005,31
2025-03-06,Tea Powder 500g,SKU1006,7
2025-03-06,Toothpaste 150g,SKU1007,13
2025-03-06,Bath Soap,SKU1008,17
2025-03-06,Shampoo Sachet,SKU1009,47
2025-03-06,Biscuit Pack,SKU1010,33
2025-03-07,Rice 5kg,SKU1001,15
2025-03-07,Wheat Flour 5kg,SKU1002,18
2025-03-07,Sugar 1kg,SKU1003,18
2025-03-07,Sunflower Oil 1L,SKU1004,16
2025-03-07,Milk 1L,SKU1005,44
2025-03-07,Tea Powder 500g,SKU1006,7
2025-03-07,Toothpaste 150g,SKU1007,12
2025-03-07,Bath Soap,SKU1008,24
2025-03-07,Shampoo Sachet,SKU1009,43
2025-03-07,Biscuit Pack,SKU1010,37
2025-03-08,Rice 5kg,SKU1001,26
2025-03-08,Wheat Flour 5kg,SKU1002,20
2025-03-08,Sugar 1kg,SKU1003,28
2025-03-08,Sunflower Oil 1L,SKU1004,11
2025-03-08,Milk 1L,SKU1005,45
2025-03-08,Tea Powder 500g,SKU1006,9
2025-03-08,Toothpaste 150g,SKU1007,19
2025-03-08,Bath Soap,SKU1008,22
2025-03-08,Shampoo Sachet,SKU1009,51
2025-03-08,Biscuit Pack,SKU1010,46
2025-03-09,Rice 5kg,SKU1001,25
2025-03-09,Wheat Flour 5kg,SKU1002,16
2025-03-09,Sugar 1kg,SKU1003,23
2025-03-09,Sunflower Oil 1L,SKU1004,16
2025-03-09,Milk 1L,SKU1005,54
2025-03-09,Tea Powder 500g,SKU1006,8
2025-03-09,Toothpaste 150g,SKU1007,20
2025-03-09,Bath Soap,SKU1008,29
2025-03-09,Shampoo Sachet,SKU1009,60
2025-03-09,Biscuit Pack,SKU1010,46
2025-03-10,Rice 5kg,SKU1001,18
2025-03-10,Wheat Flour 5kg,SKU1002,13
2025-03-10,Sugar 1kg,SKU1003,26
2025-03-10,Sunflower Oil 1L,SKU1004,16
2025-03-10,Milk 1L,SKU1005,38
2025-03-10,Tea Powder 500g,SKU1006,8
2025-03-10,Toothpaste 150g,SKU1007,6
2025-03-10,Bath Soap,SKU1008,17
2025-03-10,Shampoo Sachet,SKU1009,45
2025-03-10,Biscuit Pack,SKU1010,39
2025-03-11,Rice 5kg,SKU1001,16
2025-03-11,Wheat Flour 5kg,SKU1002,16
2025-03-11,Sugar 1kg,SKU1003,24
2025-03-11,Sunflower Oil 1L,SKU1004,14
2025-03-11,Milk 1L,SKU1005,45
2025-03-11,Tea Powder 500g,SKU1006,3
2025-03-11,Toothpaste 150g,SKU1007,15
2025-03-11,Bath Soap,SKU1008,24
2025-03-11,Shampoo Sachet,SKU1009,48
2025-03-11,Biscuit Pack,SKU1010,36
2025-03-12,Rice 5kg,SKU1001,17
2025-03-12,Wheat Flour 5kg,SKU1002,15
2025-03-12,Sugar 1kg,SKU1003,18
2025-03-12,Sunflower Oil 1L,SKU1004,16
2025-03-12,Milk 1L,SKU1005,39
2025-03-12,Tea Powder 500g,SKU1006,6
2025-03-12,Toothpaste 150g,SKU1007,13
2025-03-12,Bath Soap,SKU1008,15
2025-03-12,Shampoo Sachet,SKU1009,51
2025-03-12,Biscuit Pack,SKU1010,38
2025-03-13,Rice 5kg,SKU1001,23
2025-03-13,Wheat Flour 5kg,SKU1002,11
2025-03-13,Sugar 1kg,SKU1003,22
2025-03-13,Sunflower Oil 1L,SKU1004,12
2025-03-13,Milk 1L,SKU1005,44
2025-03-13,Tea Powder 500g,SKU1006,6
2025-03-13,Toothpaste 150g,SKU1007,15
2025-03-13,Bath Soap,SKU1008,18
2025-03-13,Shampoo Sachet,SKU1009,48
2025-03-13,Biscuit Pack,SKU1010,40
2025-03-14,Rice 5kg,SKU1001,15
2025-03-14,Wheat Flour 5kg,SKU1002,23
2025-03-14,Sugar 1kg,SKU1003,20
2025-03-14,Sunflower Oil 1L,SKU1004,11
2025-03-14,Milk 1L,SKU1005,38
2025-03-14,Tea Powder 500g,SKU1006,2
2025-03-14,Toothpaste 150g,SKU1007,14
2025-03-14,Bath Soap,SKU1008,21
2025-03-14,Shampoo Sachet,SKU1009,48
2025-03-14,Biscuit Pack,SKU1010,42
2025-03-15,Rice 5kg,SKU1001,22
2025-03-15,Wheat Flour 5kg,SKU1002,17
2025-03-15,Sugar 1kg,SKU1003,25
2025-03-15,Sunflower Oil 1L,SKU1004,14
2025-03-15,Milk 1L,SKU1005,44
2025-03-15,Tea Powder 500g,SKU1006,6
2025-03-15,Toothpaste 150g,SKU1007,13
2025-03-15,Bath Soap,SKU1008,23
2025-03-15,Shampoo Sachet,SKU1009,55
2025-03-15,Biscuit Pack,SKU1010,42
2025-03-16,Rice 5kg,SKU1001,24
2025-03-16,Wheat Flour 5kg,SKU1002,18
2025-03-16,Sugar 1kg,SKU1003,23
2025-03-16,Sunflower Oil 1L,SKU1004,14
2025-03-16,Milk 1L,SKU1005,43
2025-03-16,Tea Powder 500g,SKU1006,14
2025-03-16,Toothpaste 150g,SKU1007,16
2025-03-16,Bath Soap,SKU1008,25
2025-03-16,Shampoo Sachet,SKU1009,56
2025-03-16,Biscuit Pack,SKU1010,44
2025-03-17,Rice 5kg,SKU1001,17
2025-03-17,Wheat Flour 5kg,SKU1002,13
2025-03-17,Sugar 1kg,SKU1003,19
2025-03-17,Sunflower Oil 1L,SKU1004,7
2025-03-17,Milk 1L,SKU1005,39
2025-03-17,Tea Powder 500g,SKU1006,10
2025-03-17,Toothpaste 150g,SKU1007,8
2025-03-17,Bath Soap,SKU1008,23
2025-03-17,Shampoo Sachet,SKU1009,46
2025-03-17,Biscuit Pack,SKU1010,39
2025-03-18,Rice 5kg,SKU1001,23
2025-03-18,Wheat Flour 5kg,SKU1002,15
2025-03-18,Sugar 1kg,SKU1003,20
2025-03-18,Sunflower Oil 1L,SKU1004,10
2025-03-18,Milk 1L,SKU1005,34
2025-03-18,Tea Powder 500g,SKU1006,13
2025-03-18,Toothpaste 150g,SKU1007,9
2025-03-18,Bath Soap,SKU1008,21
2025-03-18,Shampoo Sachet,SKU1009,47
2025-03-18,Biscuit Pack,SKU1010,38
2025-03-19,Rice 5kg,SKU1001,20
2025-03-19,Wheat Flour 5kg,SKU1002,16
2025-03-19,Sugar 1kg,SKU1003,21
2025-03-19,Sunflower Oil 1L,SKU1004,15
2025-03-19,Milk 1L,SKU1005,42
2025-03-19,Tea Powder 500g,SKU1006,9
2025-03-19,Toothpaste 150g,SKU1007,15
2025-03-19,Bath Soap,SKU1008,22
2025-03-19,Shampoo Sachet,SKU1009,44
2025-03-19,Biscuit Pack,SKU1010,35
2025-03-20,Rice 5kg,SKU1001,23
2025-03-20,Wheat Flour 5kg,SKU1002,20
2025-03-20,Sugar 1kg,SKU1003,23
2025-03-20,Sunflower Oil 1L,SKU1004,9
2025-03-20,Milk 1L,SKU1005,35
2025-03-20,Tea Powder 500g,SKU1006,6
2025-03-20,Toothpaste 150g,SKU1007,10
2025-03-20,Bath Soap,SKU1008,23
2025-03-20,Shampoo Sachet,SKU1009,48
2025-03-20,Biscuit Pack,SKU1010,39
2025-03-21,Rice 5kg,SKU1001,23
2025-03-21,Wheat Flour 5kg,SKU1002,14
2025-03-21,Sugar 1kg,SKU1003,21
2025-03-21,Sunflower Oil 1L,SKU1004,14
2025-03-21,Milk 1L,SKU1005,35
2025-03-21,Tea Powder 500g,SKU1006,8
2025-03-21,Toothpaste 150g,SKU1007,12
2025-03-21,Bath Soap,SKU1008,20
2025-03-21,Shampoo Sachet,SKU1009,48
2025-03-21,Biscuit Pack,SKU1010,40
2025-03-22,Rice 5kg,SKU1001,20
2025-03-22,Wheat Flour 5kg,SKU1002,15
2025-03-22,Sugar 1kg,SKU1003,26
2025-03-22,Sunflower Oil 1L,SKU1004,10
2025-03-22,Milk 1L,SKU1005,45
2025-03-22,Tea Powder 500g,SKU1006,10
2025-03-22,Toothpaste 150g,SKU1007,14
2025-03-22,Bath Soap,SKU1008,28
2025-03-22,Shampoo Sachet,SKU1009,58
2025-03-22,Biscuit Pack,SKU1010,41
2025-03-23,Rice 5kg,SKU1001,27
2025-03-23,Wheat Flour 5kg,SKU1002,16
2025-03-23,Sugar 1kg,SKU1003,22
2025-03-23,Sunflower Oil 1L,SKU1004,17
2025-03-23,Milk 1L,SKU1005,49
2025-03-23,Tea Powder 500g,SKU1006,11
2025-03-23,Toothpaste 150g,SKU1007,11
2025-03-23,Bath Soap,SKU1008,22
2025-03-23,Shampoo Sachet,SKU1009,59
2025-03-23,Biscuit Pack,SKU1010,40
2025-03-24,Rice 5kg,SKU1001,18
2025-03-24,Wheat Flour 5kg,SKU1002,16
2025-03-24,Sugar 1kg,SKU1003,21
2025-03-24,Sunflower Oil 1L,SKU1004,13
2025-03-24,Milk 1L,SKU1005,41
2025-03-24,Tea Powder 500g,SKU1006,12
2025-03-24,Toothpaste 150g,SKU1007,15
2025-03-24,Bath Soap,SKU1008,22
2025-03-24,Shampoo Sachet,SKU1009,53
2025-03-24,Biscuit Pack,SKU1010,40
2025-03-25,Rice 5kg,SKU1001,16
2025-03-25,Wheat Flour 5kg,SKU1002,12
2025-03-25,Sugar 1kg,SKU1003,23
2025-03-25,Sunflower Oil 1L,SKU1004,6
2025-03-25,Milk 1L,SKU1005,40
2025-03-25,Tea Powder 500g,SKU1006,13
2025-03-25,Toothpaste 150g,SKU1007,5
2025-03-25,Bath Soap,SKU1008,20
2025-03-25,Shampoo Sachet,SKU1009,48
2025-03-25,Biscuit Pack,SKU1010,35
2025-03-26,Rice 5kg,SKU1001,17
2025-03-26,Wheat Flour 5kg,SKU1002,21
2025-03-26,Sugar 1kg,SKU1003,21
2025-03-26,Sunflower Oil 1L,SKU1004,12
2025-03-26,Milk 1L,SKU1005,39
2025-03-26,Tea Powder 500g,SKU1006,7
2025-03-26,Toothpaste 150g,SKU1007,7
2025-03-26,Bath Soap,SKU1008,28
2025-03-26,Shampoo Sachet,SKU1009,46
2025-03-26,Biscuit Pack,SKU1010,42
2025-03-27,Rice 5kg,SKU1001,14
2025-03-27,Wheat Flour 5kg,SKU1002,13
2025-03-27,Sugar 1kg,SKU1003,19
2025-03-27,Sunflower Oil 1L,SKU1004,15
2025-03-27,Milk 1L,SKU1005,35
2025-03-27,Tea Powder 500g,SKU1006,11
2025-03-27,Toothpaste 150g,SKU1007,12
2025-03-27,Bath Soap,SKU1008,23
2025-03-27,Shampoo Sachet,SKU1009,44
2025-03-27,Biscuit Pack,SKU1010,37
2025-03-28,Rice 5kg,SKU1001,19
2025-03-28,Wheat Flour 5kg,SKU1002,20
2025-03-28,Sugar 1kg,SKU1003,25
2025-03-28,Sunflower Oil 1L,SKU1004,12
2025-03-28,Milk 1L,SKU1005,41
2025-03-28,Tea Powder 500g,SKU1006,11
2025-03-28,Toothpaste 150g,SKU1007,13
2025-03-28,Bath Soap,SKU1008,21
2025-03-28,Shampoo Sachet,SKU1009,48
2025-03-28,Biscuit Pack,SKU1010,38
2025-03-29,Rice 5kg,SKU1001,23
2025-03-29,Wheat Flour 5kg,SKU1002,11
2025-03-29,Sugar 1kg,SKU1003,21
2025-03-29,Sunflower Oil 1L,SKU1004,8
2025-03-29,Milk 1L,SKU1005,44
2025-03-29,Tea Powder 500g,SKU1006,14
2025-03-29,Toothpaste 150g,SKU1007,10
2025-03-29,Bath Soap,SKU1008,31
2025-03-29,Shampoo Sachet,SKU1009,53
2025-03-29,Biscuit Pack,SKU1010,49
2025-03-30,Rice 5kg,SKU1001,20
2025-03-30,Wheat Flour 5kg,SKU1002,15
2025-03-30,Sugar 1kg,SKU1003,28
2025-03-30,Sunflower Oil 1L,SKU1004,16
2025-03-30,Milk 1L,SKU1005,50
2025-03-30,Tea Powder 500g,SKU1006,9
2025-03-30,Toothpaste 150g,SKU1007,16
2025-03-30,Bath Soap,SKU1008,22
2025-03-30,Shampoo Sachet,SKU1009,58
2025-03-30,Biscuit Pack,SKU1010,48
2025-03-31,Rice 5kg,SKU1001,17
2025-03-31,Wheat Flour 5kg,SKU1002,16
2025-03-31,Sugar 1kg,SKU1003,18
2025-03-31,Sunflower Oil 1L,SKU1004,11
2025-03-31,Milk 1L,SKU1005,37
2025-03-31,Tea Powder 500g,SKU1006,11
2025-03-31,Toothpaste 150g,SKU1007,4
2025-03-31,Bath Soap,SKU1008,22
2025-03-31,Shampoo Sachet,SKU1009,49
2025-03-31,Biscuit Pack,SKU1010,36
2025-04-01,Rice 5kg,SKU1001,20
2025-04-01,Wheat Flour 5kg,SKU1002,16
2025-04-01,Sugar 1kg,SKU1003,22
2025-04-01,Sunflower Oil 1L,SKU1004,6
2025-04-01,Milk 1L,SKU1005,43
2025-04-01,Tea Powder 500g,SKU1006,10
2025-04-01,Toothpaste 150g,SKU1007,14
2025-04-01,Bath Soap,SKU1008,17
2025-04-01,Shampoo Sachet,SKU1009,50
2025-04-01,Biscuit Pack,SKU1010,32
2025-04-02,Rice 5kg,SKU1001,23
2025-04-02,Wheat Flour 5kg,SKU1002,17
2025-04-02,Sugar 1kg,SKU1003,23
2025-04-02,Sunflower Oil 1L,SKU1004,17
2025-04-02,Milk 1L,SKU1005,40
2025-04-02,Tea Powder 500g,SKU1006,9
2025-04-02,Toothpaste 150g,SKU1007,7
2025-04-02,Bath Soap,SKU1008,21
2025-04-02,Shampoo Sachet,SKU1009,45
2025-04-02,Biscuit Pack,SKU1010,38
2025-04-03,Rice 5kg,SKU1001,22
2025-04-03,Wheat Flour 5kg,SKU1002,15
2025-04-03,Sugar 1kg,SKU1003,21
2025-04-03,Sunflower Oil 1L,SKU1004,13
2025-04-03,Milk 1L,SKU1005,43
2025-04-03,Tea Powder 500g,SKU1006,7
2025-04-03,Toothpaste 150g,SKU1007,11
2025-04-03,Bath Soap,SKU1008,18
2025-04-03,Shampoo Sachet,SKU1009,46
2025-04-03,Biscuit Pack,SKU1010,36
2025-04-04,Rice 5kg,SKU1001,19
2025-04-04,Wheat Flour 5kg,SKU1002,18
2025-04-04,Sugar 1kg,SKU1003,24
2025-04-04,Sunflower Oil 1L,SKU1004,10
2025-04-04,Milk 1L,SKU1005,44
2025-04-04,Tea Powder 500g,SKU1006,9
2025-04-04,Toothpaste 150g,SKU1007,11
2025-04-04,Bath Soap,SKU1008,24
2025-04-04,Shampoo Sachet,SKU1009,48
2025-04-04,Biscuit Pack,SKU1010,39
2025-04-05,Rice 5kg,SKU1001,24
2025-04-05,Wheat Flour 5kg,SKU1002,15
2025-04-05,Sugar 1kg,SKU1003,28
2025-04-05,Sunflower Oil 1L,SKU1004,17
2025-04-05,Milk 1L,SKU1005,48
2025-04-05,Tea Powder 500g,SKU1006,13
2025-04-05,Toothpaste 150g,SKU1007,10
2025-04-05,Bath Soap,SKU1008,24
2025-04-05,Shampoo Sachet,SKU1009,58
2025-04-05,Biscuit Pack,SKU1010,46
2025-04-06,Rice 5kg,SKU1001,22
2025-04-06,Wheat Flour 5kg,SKU1002,6
2025-04-06,Sugar 1kg,SKU1003,29
2025-04-06,Sunflower Oil 1L,SKU1004,16
2025-04-06,Milk 1L,SKU1005,49
2025-04-06,Tea Powder 500g,SKU1006,5
2025-04-06,Toothpaste 150g,SKU1007,16
2025-04-06,Bath Soap,SKU1008,31
2025-04-06,Shampoo Sachet,SKU1009,60
2025-04-06,Biscuit Pack,SKU1010,42
2025-04-07,Rice 5kg,SKU1001,20
2025-04-07,Wheat Flour 5kg,SKU1002,15
2025-04-07,Sugar 1kg,SKU1003,22
2025-04-07,Sunflower Oil 1L,SKU1004,8
2025-04-07,Milk 1L,SKU1005,39
2025-04-07,Tea Powder 500g,SKU1006,7
2025-04-07,Toothpaste 150g,SKU1007,10
2025-04-07,Bath Soap,SKU1008,19
2025-04-07,Shampoo Sachet,SKU1009,43
2025-04-07,Biscuit Pack,SKU1010,40
2025-04-08,Rice 5kg,SKU1001,20
2025-04-08,Wheat Flour 5kg,SKU1002,16
2025-04-08,Sugar 1kg,SKU1003,24
2025-04-08,Sunflower Oil 1L,SKU1004,15
2025-04-08,Milk 1L,SKU1005,40
2025-04-08,Tea Powder 500g,SKU1006,11
2025-04-08,Toothpaste 150g,SKU1007,14
2025-04-08,Bath Soap,SKU1008,21
2025-04-08,Shampoo Sachet,SKU1009,51
2025-04-08,Biscuit Pack,SKU1010,40
2025-04-09,Rice 5kg,SKU1001,13
2025-04-09,Wheat Flour 5kg,SKU1002,15
2025-04-09,Sugar 1kg,SKU1003,26
2025-04-09,Sunflower Oil 1L,SKU1004,8
2025-04-09,Milk 1L,SKU1005,40
2025-04-09,Tea Powder 500g,SKU1006,12
2025-04-09,Toothpaste 150g,SKU1007,14
2025-04-09,Bath Soap,SKU1008,17
2025-04-09,Shampoo Sachet,SKU1009,44
2025-04-09,Biscuit Pack,SKU1010,37
2025-04-10,Rice 5kg,SKU1001,24
2025-04-10,Wheat Flour 5kg,SKU1002,20
2025-04-10,Sugar 1kg,SKU1003,18
2025-04-10,Sunflower Oil 1L,SKU1004,11
2025-04-10,Milk 1L,SKU1005,48
2025-04-10,Tea Powder 500g,SKU1006,11
2025-04-10,Toothpaste 150g,SKU1007,14
2025-04-10,Bath Soap,SKU1008,18
2025-04-10,Shampoo Sachet,SKU1009,47
2025-04-10,Biscuit Pack,SKU1010,38
2025-04-11,Rice 5kg,SKU1001,20
2025-04-11,Wheat Flour 5kg,SKU1002,16
2025-04-11,Sugar 1kg,SKU1003,21
2025-04-11,Sunflower Oil 1L,SKU1004,11
2025-04-11,Milk 1L,SKU1005,33
2025-04-11,Tea Powder 500g,SKU1006,7
2025-04-11,Toothpaste 150g,SKU1007,7
2025-04-11,Bath Soap,SKU1008,16
2025-04-11,Shampoo Sachet,SKU1009,50
2025-04-11,Biscuit Pack,SKU1010,37
2025-04-12,Rice 5kg,SKU1001,23
2025-04-12,Wheat Flour 5kg,SKU1002,19
2025-04-12,Sugar 1kg,SKU1003,31
2025-04-12,Sunflower Oil 1L,SKU1004,16
2025-04-12,Milk 1L,SKU1005,49
2025-04-12,Tea Powder 500g,SKU1006,10
2025-04-12,Toothpaste 150g,SKU1007,11
2025-04-12,Bath Soap,SKU1008,29
2025-04-12,Shampoo Sachet,SKU1009,58
2025-04-12,Biscuit Pack,SKU1010,48
2025-04-13,Rice 5kg,SKU1001,26
2025-04-13,Wheat Flour 5kg,SKU1002,17
2025-04-13,Sugar 1kg,SKU1003,26
2025-04-13,Sunflower Oil 1L,SKU1004,14
2025-04-13,Milk 1L,SKU1005,55
2025-04-13,Tea Powder 500g,SKU1006,4
2025-04-13,Toothpaste 150g,SKU1007,7
2025-04-13,Bath Soap,SKU1008,25
2025-04-13,Shampoo Sachet,SKU1009,59
2025-04-13,Biscuit Pack,SKU1010,44
2025-04-14,Rice 5kg,SKU1001,17
2025-04-14,Wheat Flour 5kg,SKU1002,15
2025-04-14,Sugar 1kg,SKU1003,26
2025-04-14,Sunflower Oil 1L,SKU1004,15
2025-04-14,Milk 1L,SKU1005,43
2025-04-14,Tea Powder 500g,SKU1006,8
2025-04-14,Toothpaste 150g,SKU1007,14
2025-04-14,Bath Soap,SKU1008,19
2025-04-14,Shampoo Sachet,SKU1009,42
2025-04-14,Biscuit Pack,SKU1010,39
2025-04-15,Rice 5kg,SKU1001,15
2025-04-15,Wheat Flour 5kg,SKU1002,14
2025-04-15,Sugar 1kg,SKU1003,22
2025-04-15,Sunflower Oil 1L,SKU1004,10
2025-04-15,Milk 1L,SKU1005,40
2025-04-15,Tea Powder 500g,SKU1006,7
2025-04-15,Toothpaste 150g,SKU1007,5
2025-04-15,Bath Soap,SKU1008,19
2025-04-15,Shampoo Sachet,SKU1009,52
2025-04-15,Biscuit Pack,SKU1010,32
2025-04-16,Rice 5kg,SKU1001,26
2025-04-16,Wheat Flour 5kg,SKU1002,12
2025-04-16,Sugar 1kg,SKU1003,20
2025-04-16,Sunflower Oil 1L,SKU1004,13
2025-04-16,Milk 1L,SKU1005,44
2025-04-16,Tea Powder 500g,SKU1006,8
2025-04-16,Toothpaste 150g,SKU1007,10
2025-04-16,Bath Soap,SKU1008,16
2025-04-16,Shampoo Sachet,SKU1009,48
2025-04-16,Biscuit Pack,SKU1010,37
2025-04-17,Rice 5kg,SKU1001,16
2025-04-17,Wheat Flour 5kg,SKU1002,14
2025-04-17,Sugar 1kg,SKU1003,24
2025-04-17,Sunflower Oil 1L,SKU1004,19
2025-04-17,Milk 1L,SKU1005,36
2025-04-17,Tea Powder 500g,SKU1006,13
2025-04-17,Toothpaste 150g,SKU1007,7
2025-04-17,Bath Soap,SKU1008,22
2025-04-17,Shampoo Sachet,SKU1009,54
2025-04-17,Biscuit Pack,SKU1010,42
2025-04-18,Rice 5kg,SKU1001,22
2025-04-18,Wheat Flour 5kg,SKU1002,14
2025-04-18,Sugar 1kg,SKU1003,21
2025-04-18,Sunflower Oil 1L,SKU1004,12
2025-04-18,Milk 1L,SKU1005,42
2025-04-18,Tea Powder 500g,SKU1006,8
2025-04-18,Toothpaste 150g,SKU1007,7
2025-04-18,Bath Soap,SKU1008,19
2025-04-18,Shampoo Sachet,SKU1009,45
2025-04-18,Biscuit Pack,SKU1010,35
2025-04-19,Rice 5kg,SKU1001,24
2025-04-19,Wheat Flour 5kg,SKU1002,19
2025-04-19,Sugar 1kg,SKU1003,31
2025-04-19,Sunflower Oil 1L,SKU1004,10
2025-04-19,Milk 1L,SKU1005,47
2025-04-19,Tea Powder 500g,SKU1006,7
2025-04-19,Toothpaste 150g,SKU1007,14
2025-04-19,Bath Soap,SKU1008,24
2025-04-19,Shampoo Sachet,SKU1009,56
2025-04-19,Biscuit Pack,SKU1010,42
2025-04-20,Rice 5kg,SKU1001,19
2025-04-20,Wheat Flour 5kg,SKU1002,15
2025-04-20,Sugar 1kg,SKU1003,28
2025-04-20,Sunflower Oil 1L,SKU1004,19
2025-04-20,Milk 1L,SKU1005,49
2025-04-20,Tea Powder 500g,SKU1006,9
2025-04-20,Toothpaste 150g,SKU1007,10
2025-04-20,Bath Soap,SKU1008,25
2025-04-20,Shampoo Sachet,SKU1009,56
2025-04-20,Biscuit Pack,SKU1010,45
2025-04-21,Rice 5kg,SKU1001,19
2025-04-21,Wheat Flour 5kg,SKU1002,14
2025-04-21,Sugar 1kg,SKU1003,23
2025-04-21,Sunflower Oil 1L,SKU1004,6
2025-04-21,Milk 1L,SKU1005,43
2025-04-21,Tea Powder 500g,SKU1006,4
2025-04-21,Toothpaste 150g,SKU1007,7
2025-04-21,Bath Soap,SKU1008,26
2025-04-21,Shampoo Sachet,SKU1009,47
2025-04-21,Biscuit Pack,SKU1010,36
2025-04-22,Rice 5kg,SKU1001,22
2025-04-22,Wheat Flour 5kg,SKU1002,14
2025-04-22,Sugar 1kg,SKU1003,28
2025-04-22,Sunflower Oil 1L,SKU1004,12
2025-04-22,Milk 1L,SKU1005,40
2025-04-22,Tea Powder 500g,SKU1006,12
2025-04-22,Toothpaste 150g,SKU1007,10
2025-04-22,Bath Soap,SKU1008,22
2025-04-22,Shampoo Sachet,SKU1009,47
2025-04-22,Biscuit Pack,SKU1010,34
2025-04-23,Rice 5kg,SKU1001,16
2025-04-23,Wheat Flour 5kg,SKU1002,16
2025-04-23,Sugar 1kg,SKU1003,22
2025-04-23,Sunflower Oil 1L,SKU1004,12
2025-04-23,Milk 1L,SKU1005,40
2025-04-23,Tea Powder 500g,SKU1006,8
2025-04-23,Toothpaste 150g,SKU1007,13
2025-04-23,Bath Soap,SKU1008,22
2025-04-23,Shampoo Sachet,SKU1009,46
2025-04-23,Biscuit Pack,SKU1010,41
2025-04-24,Rice 5kg,SKU1001,18
2025-04-24,Wheat Flour 5kg,SKU1002,13
2025-04-24,Sugar 1kg,SKU1003,26
2025-04-24,Sunflower Oil 1L,SKU1004,15
2025-04-24,Milk 1L,SKU1005,34
2025-04-24,Tea Powder 500g,SKU1006,2
2025-04-24,Toothpaste 150g,SKU1007,10
2025-04-24,Bath Soap,SKU1008,19
2025-04-24,Shampoo Sachet,SKU1009,42
2025-04-24,Biscuit Pack,SKU1010,40
2025-04-25,Rice 5kg,SKU1001,21
2025-04-25,Wheat Flour 5kg,SKU1002,21
2025-04-25,Sugar 1kg,SKU1003,15
2025-04-25,Sunflower Oil 1L,SKU1004,12
2025-04-25,Milk 1L,SKU1005,32
